modelType,modelName,fileName,children,references,neurolexTerm,neurolexURI,keywords,pubmedID,translators,authors
CH,Fast Sodium transient (inactivating) current,napf_spinstell__a0__b0__c0__d0__shmin2_5.channel.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
CH,Fast Sodium transient (inactivating) current,napf_spinstell.channel.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
CH,Fast Sodium transient (inactivating) current,napf_tcr__a0__b0__c0__d0__fastNa_shift7.channel.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
CH,Fast Sodium transient (inactivating) current,napf_tcr.channel.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
CH,Fast Sodium transient (inactivating) current,napf.channel.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
CH,Passive Current,pas.channel.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
CL,Deep Axoaxonic,DeepAxAx.cell.nml,"ar__m00_25.channel.nml,cad__beta0_02__phi260000.nml,cad__beta0_05__phi520000.nml,cal.channel.nml,cat.channel.nml,k2.channel.nml,ka.channel.nml,kahp_slower.channel.nml,kc_fast.channel.nml,kdr_fs.channel.nml,km.channel.nml,naf2__a0__b0__c0__d0__fastNa_shiftmin2_5.channel.nml,nap.channel.nml,pas.channel.nml","(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,Deep Axoaxonic,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
CL,Deep Basket,DeepBasket.cell.nml,"ar__m00_25.channel.nml,cad__beta0_02__phi260000.nml,cad__beta0_05__phi520000.nml,cal.channel.nml,cat.channel.nml,k2.channel.nml,ka.channel.nml,kahp_slower.channel.nml,kc_fast.channel.nml,kdr_fs.channel.nml,km.channel.nml,naf2__a0__b0__c0__d0__fastNa_shiftmin2_5.channel.nml,nap.channel.nml,pas.channel.nml","(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",Neocortex basket cell,nifext_56,Deep Basket,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
CL,Deep Low Threshold Spiking (LTS) Interneuron,DeepLTSInter.cell.nml,"ar__m00_25.channel.nml,cad__beta0_02__phi260000.nml,cad__beta0_05__phi520000.nml,cal.channel.nml,cat_a.channel.nml,k2.channel.nml,ka.channel.nml,kahp_slower.channel.nml,kc_fast.channel.nml,kdr_fs.channel.nml,km.channel.nml,naf2__a0__b0__c0__d0__fastNa_shiftmin2_5.channel.nml,nap.channel.nml,pas.channel.nml","(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,Deep Low Threshold Spiking (LTS) Interneuron,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
CL,Superficial Layer 2/3 Fast Rhythmic Bursting (FRB) Pyramidal,L23PyrFRB_varInit.cell.nml,"ar__m00_25.channel.nml,cad__beta0_01__phi26000.nml,cad__beta0_05__phi52000.nml,cal.channel.nml,cat.channel.nml,k2.channel.nml,ka.channel.nml,kahp.channel.nml,kc.channel.nml,kdr.channel.nml,km.channel.nml,naf__a0__b0__c0__d0__fastNa_shiftmin3_5.channel.nml,nap.channel.nml,pas.channel.nml","(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",Neocortex pyramidal layer 2-3 cell,nifext_49,Superficial Layer 2/3 Fast Rhythmic Bursting (FRB) Pyramidal,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
CL,Superficial Layer 2/3 Regular Spiking (RS) Pyramidal,L23PyrRS.cell.nml,"ar__m00_25.channel.nml,cad__beta0_01__phi26000.nml,cad__beta0_05__phi52000.nml,cal.channel.nml,cat.channel.nml,k2.channel.nml,ka.channel.nml,kahp.channel.nml,kc.channel.nml,kdr.channel.nml,km.channel.nml,naf__a0__b0__c0__d0__fastNa_shiftmin3_5.channel.nml,nap.channel.nml,pas.channel.nml","(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",Neocortex pyramidal layer 2-3 cell,nifext_49,Superficial Layer 2/3 Regular Spiking (RS) Pyramidal,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
CL,Layer 4 Spiny Stellate,L4SpinyStellate.cell.nml,"ar__m00.channel.nml,cad__beta0_02__phi260000.nml,cad__beta0_05__phi260000.nml,cal.channel.nml,cat_a.channel.nml,k2.channel.nml,ka.channel.nml,kahp_slower.channel.nml,kc_fast.channel.nml,kdr_fs.channel.nml,km.channel.nml,naf2__a0__b0__c0__d0__fastNa_shiftmin2_5.channel.nml,napf_spinstell__a0__b0__c0__d0__shmin2_5.channel.nml,pas.channel.nml","(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",Neocortex pyramidal cell,sao2128417084,Layer 4 Spiny Stellate,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
CL,Layer 5 Tufted Intrinsic Bursting (IB) Pyramidal,L5TuftedPyrIB.cell.nml,"ar__m00_25.channel.nml,cad__beta0_01__phi4333_33.nml,cad__beta0_02__phi86666_7.nml,cad__beta0_075__phi86666_7.nml,cal.channel.nml,cat.channel.nml,k2.channel.nml,ka_ib.channel.nml,kahp_deeppyr.channel.nml,kc.channel.nml,kdr.channel.nml,km.channel.nml,naf__a0__b0__c0__d0__fastNa_shiftmin3_5.channel.nml,nap.channel.nml,pas.channel.nml","(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",Neocortex pyramidal cell,sao2128417084,Layer 5 Tufted Intrinsic Bursting (IB) Pyramidal,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
CL,Layer 5 Tufted Regular Spiking (RS) Pyramidal,L5TuftedPyrRS.cell.nml,"ar__m00_25.channel.nml,cad__beta0_01__phi4333_33.nml,cad__beta0_02__phi86666_7.nml,cad__beta0_075__phi86666_7.nml,cal.channel.nml,cat.channel.nml,k2.channel.nml,ka.channel.nml,kahp_deeppyr.channel.nml,kc.channel.nml,kdr.channel.nml,km.channel.nml,naf__a0__b0__c0__d0__fastNa_shiftmin3_5.channel.nml,nap.channel.nml,pas.channel.nml","(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",Neocortex pyramidal cell,sao2128417084,Layer 5 Tufted Regular Spiking (RS) Pyramidal,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
CL,Layer 6 Nontufted Regular Spiking (RS) Pyramidal,L6NonTuftedPyrRS.cell.nml,"ar__m00_25.channel.nml,cad__beta0_01__phi13000.nml,cad__beta0_05__phi65000.nml,cal.channel.nml,cat.channel.nml,k2.channel.nml,ka.channel.nml,kahp_deeppyr.channel.nml,kc.channel.nml,kdr.channel.nml,km.channel.nml,naf__a0__b0__c0__d0__fastNa_shiftmin3_5.channel.nml,nap.channel.nml,pas.channel.nml","(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",Neocortex pyramidal cell,sao2128417084,Layer 6 Nontufted Regular Spiking (RS) Pyramidal,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
CL,Superficial Axoaxonic (Chandelier),SupAxAx.cell.nml,"ar__m00_25.channel.nml,cad__beta0_02__phi260000.nml,cad__beta0_05__phi520000.nml,cal.channel.nml,cat.channel.nml,k2.channel.nml,ka.channel.nml,kahp_slower.channel.nml,kc_fast.channel.nml,kdr_fs.channel.nml,km.channel.nml,naf2__a0__b0__c0__d0__fastNa_shiftmin2_5.channel.nml,nap.channel.nml,pas.channel.nml","(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",Neocortex chandelier cell,nifext_57,Superficial Axoaxonic (Chandelier),15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
CL,Superficial Basket,SupBasket.cell.nml,"ar__m00_25.channel.nml,cad__beta0_02__phi260000.nml,cad__beta0_05__phi520000.nml,cal.channel.nml,cat.channel.nml,k2.channel.nml,ka.channel.nml,kahp_slower.channel.nml,kc_fast.channel.nml,kdr_fs.channel.nml,km.channel.nml,naf2__a0__b0__c0__d0__fastNa_shiftmin2_5.channel.nml,nap.channel.nml,pas.channel.nml","(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",Neocortex basket cell,nifext_56,Superficial Basket,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
CL,Superficial Low Threshold Spiking (LTS) Interneuron,SupLTSInter.cell.nml,"ar__m00_25.channel.nml,cad__beta0_02__phi260000.nml,cad__beta0_05__phi520000.nml,cal.channel.nml,cat_a.channel.nml,k2.channel.nml,ka.channel.nml,kahp_slower.channel.nml,kc_fast.channel.nml,kdr_fs.channel.nml,km.channel.nml,naf2__a0__b0__c0__d0__fastNa_shiftmin2_5.channel.nml,nap.channel.nml,pas.channel.nml","(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,Superficial Low Threshold Spiking (LTS) Interneuron,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
CL,Thalamocortical Relay (TCR),TCR.cell.nml,"ar__m00_25.channel.nml,cad__beta0_02__phi52000.nml,cad__beta0_05__phi104000.nml,cal.channel.nml,cat.channel.nml,k2.channel.nml,ka.channel.nml,kahp_slower.channel.nml,kc.channel.nml,kdr.channel.nml,km.channel.nml,naf_tcr__sh_hmin7__sh_m_imin3__sh_m_rmin2_5.channel.nml,napf_tcr__a0__b0__c0__d0__fastNa_shift7.channel.nml,pas.channel.nml","(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",,,Thalamocortical Relay (TCR),15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
CL,Nucleus Reticularis (nRT),nRT.cell.nml,"ar__m00.channel.nml,cad__beta0_02__phi10400.nml,cad__beta0_05__phi260000.nml,cal.channel.nml,cat_a.channel.nml,k2.channel.nml,ka.channel.nml,kahp_slower.channel.nml,kc.channel.nml,kdr_fs.channel.nml,km.channel.nml,naf2__a0__b0__c0__d0__fastNa_shift0.channel.nml,napf__a0__b0__c0__d0__fastNa_shift0.channel.nml,pas.channel.nml","(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",Thalamus reticular nucleus cell,nifext_45,Nucleus Reticularis (nRT),15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
NT,Traub et. al. 2005 Thalamocortical,LargeConns.net.nml,"DeepAxAx.cell.nml,DeepBasket.cell.nml,DeepLTSInter.cell.nml,L23PyrFRB_varInit.cell.nml,L23PyrRS.cell.nml,L4SpinyStellate.cell.nml,L5TuftedPyrIB.cell.nml,L5TuftedPyrRS.cell.nml,L6NonTuftedPyrRS.cell.nml,SupAxAx.cell.nml,SupBasket.cell.nml,SupLTSInter.cell.nml,Syn_AMPA_L4SS_IN.synapse.nml,Syn_AMPA_L4SS_L4SS.synapse.nml,Syn_AMPA_L4SS_Pyr.synapse.nml,Syn_AMPA_L5IB_DeepFS.synapse.nml,Syn_AMPA_L5IB_DeepLTS.synapse.nml,Syn_AMPA_L5IB_L4SS.synapse.nml,Syn_AMPA_L5IB_L5Pyr.synapse.nml,Syn_AMPA_L5IB_L6NT.synapse.nml,Syn_AMPA_L5IB_SupFS.synapse.nml,Syn_AMPA_L5IB_SupLTS.synapse.nml,Syn_AMPA_L5IB_SupPyr.synapse.nml,Syn_AMPA_L5RS_DeepFS.synapse.nml,Syn_AMPA_L5RS_DeepLTS.synapse.nml,Syn_AMPA_L5RS_L4SS.synapse.nml,Syn_AMPA_L5RS_L5Pyr.synapse.nml,Syn_AMPA_L5RS_L6NT.synapse.nml,Syn_AMPA_L5RS_SupFS.synapse.nml,Syn_AMPA_L5RS_SupLTS.synapse.nml,Syn_AMPA_L5RS_SupPyr.synapse.nml,Syn_AMPA_L6NT_DeepFS.synapse.nml,Syn_AMPA_L6NT_DeepLTS.synapse.nml,Syn_AMPA_L6NT_L4SS.synapse.nml,Syn_AMPA_L6NT_L5Pyr.synapse.nml,Syn_AMPA_L6NT_L6NT.synapse.nml,Syn_AMPA_L6NT_SupFS.synapse.nml,Syn_AMPA_L6NT_SupLTS.synapse.nml,Syn_AMPA_L6NT_SupPyr.synapse.nml,Syn_AMPA_L6NT_TCR.synapse.nml,Syn_AMPA_L6NT_nRT.synapse.nml,Syn_AMPA_SupPyr_DeepFS.synapse.nml,Syn_AMPA_SupPyr_DeepLTS.synapse.nml,Syn_AMPA_SupPyr_L4SS.synapse.nml,Syn_AMPA_SupPyr_L5Pyr.synapse.nml,Syn_AMPA_SupPyr_L6NT.synapse.nml,Syn_AMPA_SupPyr_SupFS.synapse.nml,Syn_AMPA_SupPyr_SupLTS.synapse.nml,Syn_AMPA_SupPyr_SupPyr.synapse.nml,Syn_AMPA_TCR_DeepAxAx.synapse.nml,Syn_AMPA_TCR_DeepBask.synapse.nml,Syn_AMPA_TCR_L4SS.synapse.nml,Syn_AMPA_TCR_L5Pyr.synapse.nml,Syn_AMPA_TCR_L6NT.synapse.nml,Syn_AMPA_TCR_SupFS.synapse.nml,Syn_AMPA_TCR_SupPyr.synapse.nml,Syn_AMPA_TCR_nRT.synapse.nml,Syn_Elect_CortIN_CortIN.nml,Syn_Elect_DeepPyr_DeepPyr.nml,Syn_Elect_L4SS_L4SS.nml,Syn_Elect_SupPyr_SupPyr.nml,Syn_Elect_nRT_nRT.nml,Syn_GABAA_DeepAxAx_Pyr.synapse.nml,Syn_GABAA_DeepBask_DeepFS.synapse.nml,Syn_GABAA_DeepBask_DeepLTS.synapse.nml,Syn_GABAA_DeepBask_L5Pyr.synapse.nml,Syn_GABAA_DeepBask_L6NT.synapse.nml,Syn_GABAA_DeepFS_L4SS.synapse.nml,Syn_GABAA_DeepLTS_DeepFS.synapse.nml,Syn_GABAA_DeepLTS_DeepLTS.synapse.nml,Syn_GABAA_DeepLTS_L4SS.synapse.nml,Syn_GABAA_DeepLTS_L5IB.synapse.nml,Syn_GABAA_DeepLTS_L5RS.synapse.nml,Syn_GABAA_DeepLTS_L6NT.synapse.nml,Syn_GABAA_DeepLTS_SupFS.synapse.nml,Syn_GABAA_DeepLTS_SupLTS.synapse.nml,Syn_GABAA_DeepLTS_SupPyr.synapse.nml,Syn_GABAA_SupAxAx_DeepPyr.synapse.nml,Syn_GABAA_SupAxAx_L4SS.synapse.nml,Syn_GABAA_SupAxAx_SupPyr.synapse.nml,Syn_GABAA_SupBask_L4SS.synapse.nml,Syn_GABAA_SupBask_SupAxAx.synapse.nml,Syn_GABAA_SupBask_SupBask.synapse.nml,Syn_GABAA_SupBask_SupLTS.synapse.nml,Syn_GABAA_SupBask_SupPyr.synapse.nml,Syn_GABAA_SupLTS_FS.synapse.nml,Syn_GABAA_SupLTS_L4SS.synapse.nml,Syn_GABAA_SupLTS_L5Pyr.synapse.nml,Syn_GABAA_SupLTS_L6NT.synapse.nml,Syn_GABAA_SupLTS_LTS.synapse.nml,Syn_GABAA_SupLTS_SupPyr.synapse.nml,Syn_GABAA_nRT_TCR_s.synapse.nml,Syn_GABAA_nRT_nRT_s.synapse.nml,Syn_NMDA_FRBPyr_DeepLTS.synapse.nml,Syn_NMDA_FRBPyr_SupFS.synapse.nml,Syn_NMDA_FRBPyr_SupLTS.synapse.nml,Syn_NMDA_L4SS_IN.synapse.nml,Syn_NMDA_L4SS_L4SS.synapse.nml,Syn_NMDA_L4SS_Pyr.synapse.nml,Syn_NMDA_L5IB_DeepPyr.synapse.nml,Syn_NMDA_L5IB_IN.synapse.nml,Syn_NMDA_L5IB_L4SS.synapse.nml,Syn_NMDA_L5IB_SupPyr.synapse.nml,Syn_NMDA_L5RS_DeepIN.synapse.nml,Syn_NMDA_L5RS_DeepPyr.synapse.nml,Syn_NMDA_L5RS_L4SS.synapse.nml,Syn_NMDA_L5RS_SupIN.synapse.nml,Syn_NMDA_L5RS_SupPyr.synapse.nml,Syn_NMDA_L6NT_DeepFS.synapse.nml,Syn_NMDA_L6NT_DeepLTS.synapse.nml,Syn_NMDA_L6NT_DeepPyr.synapse.nml,Syn_NMDA_L6NT_L4SS.synapse.nml,Syn_NMDA_L6NT_SupFS.synapse.nml,Syn_NMDA_L6NT_SupLTS.synapse.nml,Syn_NMDA_L6NT_SupPyr.synapse.nml,Syn_NMDA_L6NT_TCR.synapse.nml,Syn_NMDA_L6NT_nRT.synapse.nml,Syn_NMDA_RSPyr_DeepLTS.synapse.nml,Syn_NMDA_RSPyr_SupFS.synapse.nml,Syn_NMDA_RSPyr_SupLTS.synapse.nml,Syn_NMDA_SupPyr_DeepFS.synapse.nml,Syn_NMDA_SupPyr_L4SS.synapse.nml,Syn_NMDA_SupPyr_L5Pyr.synapse.nml,Syn_NMDA_SupPyr_L6NT.synapse.nml,Syn_NMDA_SupPyr_SupPyr.synapse.nml,Syn_NMDA_TCR_DeepAxAx.synapse.nml,Syn_NMDA_TCR_DeepBask.synapse.nml,Syn_NMDA_TCR_L4SS.synapse.nml,Syn_NMDA_TCR_L5Pyr.synapse.nml,Syn_NMDA_TCR_L6NT.synapse.nml,Syn_NMDA_TCR_SupFS.synapse.nml,Syn_NMDA_TCR_SupPyr.synapse.nml,Syn_NMDA_TCR_nRT.synapse.nml,TCR.cell.nml,ar.channel.nml,ar__m00.channel.nml,ar__m00_25.channel.nml,cad.nml,cad__beta0_01__phi13000.nml,cad__beta0_01__phi26000.nml,cad__beta0_01__phi4333_33.nml,cad__beta0_02__phi10400.nml,cad__beta0_02__phi260000.nml,cad__beta0_02__phi52000.nml,cad__beta0_02__phi86666_7.nml,cad__beta0_05__phi104000.nml,cad__beta0_05__phi260000.nml,cad__beta0_05__phi52000.nml,cad__beta0_05__phi520000.nml,cad__beta0_05__phi65000.nml,cad__beta0_075__phi86666_7.nml,cal.channel.nml,cat.channel.nml,cat_a.channel.nml,k2.channel.nml,ka.channel.nml,ka_ib.channel.nml,kahp.channel.nml,kahp_deeppyr.channel.nml,kahp_slower.channel.nml,kc.channel.nml,kc_fast.channel.nml,kdr.channel.nml,kdr_fs.channel.nml,km.channel.nml,nRT.cell.nml,naf.channel.nml,naf2.channel.nml,naf2__a0__b0__c0__d0__fastNa_shift0.channel.nml,naf2__a0__b0__c0__d0__fastNa_shiftmin2_5.channel.nml,naf__a0__b0__c0__d0__fastNa_shiftmin3_5.channel.nml,naf_tcr.channel.nml,naf_tcr__sh_hmin7__sh_m_imin3__sh_m_rmin2_5.channel.nml,nap.channel.nml,napf.channel.nml,napf__a0__b0__c0__d0__fastNa_shift0.channel.nml,napf_spinstell.channel.nml,napf_spinstell__a0__b0__c0__d0__fastNa_shiftmin2_5.channel.nml,napf_tcr.channel.nml,napf_tcr__a0__b0__c0__d0__fastNa_shift7.channel.nml,pas.channel.nml","(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,Thalamocortical,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
